id,stockcardid,reasonid,occurreddate,processeddate,quantity,userid,origineventid
457412c3-5107-428e-a13a-0dd24232c675,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-09-09,2017-09-08T11:30:00Z,1,cbc49bad-4b1e-45e0-85bc-8478768508cb,5eda2982-678a-4b7b-b5d2-cd58d8b18075
31440de6-4677-43aa-9e2a-3fdaa274a528,01f8d9e9-1a6e-4c35-8317-fb772063d16f,279d55bd-42e3-438c-a63d-9c021b185dae,2017-09-10,2017-10-18T17:33:00Z,4,81a5b5d7-ebbc-461c-8e13-8aa377ba577f,5eda2982-678a-4b7b-b5d2-cd58d8b18075
723c7e2c-567a-4c71-bac1-d6b134cca9f3,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-09-10,2017-11-06T22:50:00Z,2,137120b3-01df-4a6f-91dd-cf6e64afd31b,ad837d5d-e703-41ab-9a37-dbffc9209f0d
e1dc85d9-2565-4efe-859b-5b6f5f2587ad,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-09-11,2017-09-10T11:01:00Z,3,3391e1ec-cf6e-4b72-96a7-57fe8be55904,5eda2982-678a-4b7b-b5d2-cd58d8b18075
afae809b-cf0d-4123-9ce2-71e205964bc2,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-09-11,2017-10-27T09:38:00Z,5,ac203bea-d2cd-4f99-a7aa-61a1cd1ba23e,ad837d5d-e703-41ab-9a37-dbffc9209f0d
142e1110-9761-470a-b9fb-b06d3bfcf01e,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-09-11,2017-10-27T09:50:00Z,9,1de8fbf2-550e-4f81-80af-35bc77a3f54c,5eda2982-678a-4b7b-b5d2-cd58d8b18075
cd92d87e-5b28-484a-a66e-dd49d53f48ca,01f8d9e9-1a6e-4c35-8317-fb772063d16f,279d55bd-42e3-438c-a63d-9c021b185dae,2017-09-11,2017-11-19T00:10:00Z,1,215f2f80-2a92-4ef0-8cb1-3a34f2efc47b,ad837d5d-e703-41ab-9a37-dbffc9209f0d
e6ebd591-0ca0-4cba-ad4d-848a34303943,01f8d9e9-1a6e-4c35-8317-fb772063d16f,6f8d0431-6ec5-4280-9019-c6024b168b23,2017-09-12,2017-10-23T03:38:00Z,5,adee3e0a-b079-44fc-91db-c93b24658f3f,ad837d5d-e703-41ab-9a37-dbffc9209f0d
19ced619-a50c-4a43-97f2-b9b5a3c16ac4,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-09-12,2017-11-09T08:31:00Z,5,895e4205-73ec-42a3-806e-baf8acba8b26,5eda2982-678a-4b7b-b5d2-cd58d8b18075
9a53eab0-aeaa-4a73-91ae-50d3ab19c58b,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-09-13,2017-09-26T11:00:00Z,7,cd54d258-a0cc-4a5e-8dbe-824bf9ff8ed0,5eda2982-678a-4b7b-b5d2-cd58d8b18075
a0243a30-b9e4-4a03-b115-5b56f91cdf90,01f8d9e9-1a6e-4c35-8317-fb772063d16f,b7e99f5b-af04-433d-9c30-d4f90c60c47b,2017-09-13,2017-11-09T02:09:00Z,9,1fb851ef-9a54-4e9f-b905-d865f78708a3,5eda2982-678a-4b7b-b5d2-cd58d8b18075
5300d3a2-630b-47cd-8e70-a0c3fcd301b3,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-09-17,2017-10-24T17:38:00Z,7,f74051e3-521c-4fb2-bdc0-907bf9f22694,ad837d5d-e703-41ab-9a37-dbffc9209f0d
5911d889-c8bf-46ff-a174-3a6fe22710ec,01f8d9e9-1a6e-4c35-8317-fb772063d16f,5b09202e-b8a7-4f77-9e0e-8156f8efc613,2017-09-17,2017-11-19T00:39:00Z,3,e21a1062-e02e-4e9c-9b80-bd5456a000ce,ad837d5d-e703-41ab-9a37-dbffc9209f0d
f6c5e272-37b0-4e6a-aacf-c0946c3df16d,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-09-18,2017-10-09T03:32:00Z,3,736ef52f-bf2b-4d31-adc2-394da1b0e147,ad837d5d-e703-41ab-9a37-dbffc9209f0d
b21310ef-4495-41e4-a42d-46b7a06ff91a,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-09-18,2017-10-25T03:25:00Z,5,c8ce2de8-ebe9-4095-8605-f1b17afd57ac,5eda2982-678a-4b7b-b5d2-cd58d8b18075
64d78661-1ddb-49df-b234-b1e542bcfefc,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-09-20,2017-10-29T03:53:00Z,5,aa085df5-c35e-421c-85f7-dbefef847bb5,5eda2982-678a-4b7b-b5d2-cd58d8b18075
7fe46cce-7397-46da-8b6b-636d0b0f2368,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-09-21,2017-09-19T05:56:00Z,4,19ee2f82-4789-4f3c-960b-c1cc5a38ba3d,5eda2982-678a-4b7b-b5d2-cd58d8b18075
c7b0c88e-e98a-4c7d-8b47-ea3e1f84ad5f,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-09-22,2017-10-08T07:22:00Z,9,16896cdc-6ef5-42d6-8765-dfeeb469fa54,5eda2982-678a-4b7b-b5d2-cd58d8b18075
125fe5c2-4aed-4831-bba8-41531f767214,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-09-22,2017-10-16T15:43:00Z,3,0603c949-edc0-43ec-bf5d-7ccfb87f27f1,5eda2982-678a-4b7b-b5d2-cd58d8b18075
e2d72c72-4fad-487a-abe7-b9d87f649f4a,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-09-24,2017-11-12T17:19:00Z,4,dcf3756a-e77a-4e69-94ae-e9d00be1d119,5eda2982-678a-4b7b-b5d2-cd58d8b18075
8454f4c1-6729-4a84-95b0-7477a1f95b22,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-09-26,2017-10-11T16:19:00Z,6,ecaf0016-db74-46f0-a0a7-dd607525e789,ad837d5d-e703-41ab-9a37-dbffc9209f0d
b92bdc8d-2988-401d-9491-9b3af7e70365,01f8d9e9-1a6e-4c35-8317-fb772063d16f,6f8d0431-6ec5-4280-9019-c6024b168b23,2017-09-26,2017-11-02T12:55:00Z,6,6b603f05-3542-42a5-8f60-537e0455e762,ad837d5d-e703-41ab-9a37-dbffc9209f0d
b7633766-c3e1-4396-b0eb-8dc5f3e679d0,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-09-29,2017-09-29T18:32:00Z,7,af83c5ba-efe2-4521-8515-b42dce6d45b5,ad837d5d-e703-41ab-9a37-dbffc9209f0d
fa75ce36-8b6e-40d7-8495-ec320c2d4bed,01f8d9e9-1a6e-4c35-8317-fb772063d16f,5b09202e-b8a7-4f77-9e0e-8156f8efc613,2017-09-29,2017-10-10T20:50:00Z,1,cb1646b1-934a-47fe-870a-7717bb0e50e7,5eda2982-678a-4b7b-b5d2-cd58d8b18075
6a181238-6834-4cf6-8f99-265321192b0e,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-01,2017-10-14T13:13:00Z,5,5a2af232-5673-4a19-8ded-e9c54a61be88,ad837d5d-e703-41ab-9a37-dbffc9209f0d
18a1e056-4268-4139-98d4-218ec5e11c95,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-02,2017-09-20T22:58:00Z,7,dfa1c2a3-5ef2-40c8-bec6-0256ba32e7eb,ad837d5d-e703-41ab-9a37-dbffc9209f0d
8dce0581-f8c6-44c7-a68d-ff902749e1cd,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-02,2017-10-15T14:46:00Z,9,b049fdbf-0839-4354-9a4b-af2026da1277,ad837d5d-e703-41ab-9a37-dbffc9209f0d
f8342e19-e3cc-43d9-8b68-8c833c41bc64,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-03,2017-10-15T11:36:00Z,3,36ea0cbf-7f16-4a32-8e0a-b53717a9154c,ad837d5d-e703-41ab-9a37-dbffc9209f0d
588a5a9a-d43d-44cc-a92a-bf81febc68a5,01f8d9e9-1a6e-4c35-8317-fb772063d16f,b7e99f5b-af04-433d-9c30-d4f90c60c47b,2017-10-04,2017-11-08T03:35:00Z,8,c8ce2de8-ebe9-4095-8605-f1b17afd57ac,ad837d5d-e703-41ab-9a37-dbffc9209f0d
3bc568b6-9f4e-4698-b16f-89e8f3221b55,01f8d9e9-1a6e-4c35-8317-fb772063d16f,c1fc3cf3-da18-44b0-a220-77c985202e06,2017-10-04,2017-11-17T22:44:00Z,4,c343fe6f-4215-4549-b61c-ae600cb5cda7,5eda2982-678a-4b7b-b5d2-cd58d8b18075
960a0277-3bda-49cd-a281-bf4850f43d9f,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-04,2017-11-18T04:21:00Z,8,7dbb5944-3ee1-4daf-be11-a51dc8b253d5,5eda2982-678a-4b7b-b5d2-cd58d8b18075
860345d6-1919-4187-ac72-0af5f979ad6f,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-06,2017-11-10T20:33:00Z,3,d2a2952d-f4a9-41c0-8adc-0c2d0814d260,5eda2982-678a-4b7b-b5d2-cd58d8b18075
c2e0f7ce-7116-4c30-8893-f316a89867da,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-06,2017-11-29T16:52:00Z,7,ca5106f9-fef7-4988-866b-f53960cff471,ad837d5d-e703-41ab-9a37-dbffc9209f0d
1c00b57f-d317-4946-a86b-40a3a9d131a9,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-07,2017-10-02T00:18:00Z,5,65fcf62a-50e2-4739-bf25-0df53fad6951,ad837d5d-e703-41ab-9a37-dbffc9209f0d
fa86223c-0fc0-40f2-83fc-05908dc7bd1c,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-07,2017-11-22T23:03:00Z,8,d2a2952d-f4a9-41c0-8adc-0c2d0814d260,ad837d5d-e703-41ab-9a37-dbffc9209f0d
9c9b5a35-cba3-41ad-a1f0-214be6984ff5,01f8d9e9-1a6e-4c35-8317-fb772063d16f,6f8d0431-6ec5-4280-9019-c6024b168b23,2017-10-09,2017-10-19T16:15:00Z,10,6b603f05-3542-42a5-8f60-537e0455e762,5eda2982-678a-4b7b-b5d2-cd58d8b18075
b74cbb79-ae9c-4d81-8873-625c8081b94b,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-09,2017-10-20T23:38:00Z,4,4b916dce-8075-4faf-8213-939edeb68e81,5eda2982-678a-4b7b-b5d2-cd58d8b18075
ea48fae5-4874-4737-ae7e-f5ac32168e8f,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-11,2017-10-03T04:54:00Z,2,c1d63929-e889-4129-9315-cb41f814743a,ad837d5d-e703-41ab-9a37-dbffc9209f0d
e0fc2361-c241-453c-8683-4d9c09250aa5,01f8d9e9-1a6e-4c35-8317-fb772063d16f,b7e99f5b-af04-433d-9c30-d4f90c60c47b,2017-10-11,2017-11-11T14:00:00Z,1,25db97ec-55ab-4374-888e-e7342bcfeebc,ad837d5d-e703-41ab-9a37-dbffc9209f0d
b648bfb1-da64-441b-a5a1-3cfc9645b806,01f8d9e9-1a6e-4c35-8317-fb772063d16f,30f6002d-a78d-44db-b2b9-46e76795a188,2017-10-11,2017-11-12T20:09:00Z,6,1019f620-e7ec-4d57-9896-60f033499c1b,ad837d5d-e703-41ab-9a37-dbffc9209f0d
699e1e7e-5d23-428c-bea8-76162d5c9e3b,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-13,2017-09-17T17:23:00Z,7,d3df9027-cc02-47b5-bb34-a9a647a67285,ad837d5d-e703-41ab-9a37-dbffc9209f0d
17662de9-2220-4842-8194-3a2aabf56a5d,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-13,2017-10-08T05:56:00Z,1,d2e006db-a09b-486c-a6a1-28a1b9d68943,5eda2982-678a-4b7b-b5d2-cd58d8b18075
0158dcaa-5ae8-42cc-9244-a26e3258b652,01f8d9e9-1a6e-4c35-8317-fb772063d16f,5b09202e-b8a7-4f77-9e0e-8156f8efc613,2017-10-13,2017-11-15T00:45:00Z,7,0e60ef91-3bf0-4b15-83b4-9d2e1fe72ba7,5eda2982-678a-4b7b-b5d2-cd58d8b18075
8c3103a7-b4b7-4329-8a20-32f2039258bb,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-14,2017-10-23T14:11:00Z,2,8d038e38-7b1f-40f5-9392-dcf66c26ccc0,5eda2982-678a-4b7b-b5d2-cd58d8b18075
c221b0ab-8700-4198-81e7-931a4ea57604,01f8d9e9-1a6e-4c35-8317-fb772063d16f,,2017-10-15,2017-11-11T16:18:00Z,0,16034fbc-5efb-41a9-a424-e3bac653cf14,ad837d5d-e703-41ab-9a37-dbffc9209f0d
6d0788e5-2820-4023-ba1b-856c26648375,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-17,2017-10-27T15:09:00Z,4,1562407f-edef-4013-8444-fe30a4af71be,5eda2982-678a-4b7b-b5d2-cd58d8b18075
c4a64012-0a46-4a91-9e9a-984fd6e9f161,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-20,2017-11-14T15:23:00Z,1,2dcb4a40-9015-42b8-b5ce-428848cf30d1,ad837d5d-e703-41ab-9a37-dbffc9209f0d
5161f9b1-5f96-4fc9-b261-704135dcfb8c,01f8d9e9-1a6e-4c35-8317-fb772063d16f,,2017-10-21,2017-09-16T14:13:00Z,0,5a5f5569-fb76-4ab7-bf5a-8476bd309e41,ad837d5d-e703-41ab-9a37-dbffc9209f0d
f4ff092e-996b-4e44-ad50-cef951f0c5a1,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-22,2017-10-23T21:09:00Z,5,36ea0cbf-7f16-4a32-8e0a-b53717a9154c,ad837d5d-e703-41ab-9a37-dbffc9209f0d
980d0c67-598f-4924-83f6-2ad54ca50552,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-23,2017-10-17T10:25:00Z,1,e97d7ad6-2e1c-4926-85d8-5058eb4d245e,5eda2982-678a-4b7b-b5d2-cd58d8b18075
977158cf-c501-4152-96e8-4910601b6262,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-23,2017-11-25T19:12:00Z,5,5dc015e8-dc12-479c-8ea2-04effd2760f7,5eda2982-678a-4b7b-b5d2-cd58d8b18075
3af14302-75f9-4be3-9afd-ecb0995019cf,01f8d9e9-1a6e-4c35-8317-fb772063d16f,c1fc3cf3-da18-44b0-a220-77c985202e06,2017-10-24,2017-09-18T08:18:00Z,3,2d0f742c-a887-44aa-8e70-aa0247444747,5eda2982-678a-4b7b-b5d2-cd58d8b18075
7605ca89-2ddf-4706-8b5d-c2204d028c1e,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-24,2017-11-19T00:26:00Z,10,051db349-1cae-4f2e-a4c8-9fcabf0d2956,5eda2982-678a-4b7b-b5d2-cd58d8b18075
afa01e81-7d34-4204-a104-840c88fd3820,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-25,2017-11-28T08:39:00Z,1,6f47122e-374c-487e-b02b-5e680e4ba301,5eda2982-678a-4b7b-b5d2-cd58d8b18075
b72473dc-ede2-474a-aa1b-f28899869f1f,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-26,2017-09-20T06:09:00Z,7,b8501000-4986-4d9b-a356-d1d7699a314c,ad837d5d-e703-41ab-9a37-dbffc9209f0d
ab6a6adc-1e18-4059-972d-07864d5ff4ce,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-27,2017-09-22T13:43:00Z,8,16db931c-fea1-4483-8bd4-1085c694b6c8,ad837d5d-e703-41ab-9a37-dbffc9209f0d
dddcf7aa-06e8-4ae4-980c-4498cf325a03,01f8d9e9-1a6e-4c35-8317-fb772063d16f,b7e99f5b-af04-433d-9c30-d4f90c60c47b,2017-10-27,2017-09-25T08:05:00Z,10,b4a2cbbb-ef4f-4bab-ab0a-4aab64de3719,ad837d5d-e703-41ab-9a37-dbffc9209f0d
b56a5e3d-918a-496f-974a-912d8c23e763,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-27,2017-11-03T22:45:00Z,6,0609d266-9660-4df1-9e11-c4c61fcf338a,ad837d5d-e703-41ab-9a37-dbffc9209f0d
a557e3bc-cb74-464f-86bb-ea6ad68f8798,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-10-29,2017-10-24T00:49:00Z,8,36ea0cbf-7f16-4a32-8e0a-b53717a9154c,ad837d5d-e703-41ab-9a37-dbffc9209f0d
3a704058-cc47-449a-b8dd-0a544f40aae9,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-11-01,2017-10-20T13:20:00Z,4,9cc317c4-febc-4747-bf23-37737e619c0c,5eda2982-678a-4b7b-b5d2-cd58d8b18075
d2275e52-8d1d-47b4-843c-b3e72548b09f,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-11-02,2017-09-09T13:06:00Z,6,93193018-12fb-4a67-a565-3a9cee63291f,ad837d5d-e703-41ab-9a37-dbffc9209f0d
4319efd1-db6c-4f4b-b0b1-dcfb760c1c84,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-11-02,2017-10-08T11:04:00Z,8,674b5966-3cd5-4e9a-a25d-5802339a19ea,ad837d5d-e703-41ab-9a37-dbffc9209f0d
0736b2df-b916-4fa7-9823-1fc1dd1b8e99,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-11-02,2017-10-28T16:25:00Z,9,3187ac6c-659b-4adb-80fb-d206157b4ca5,ad837d5d-e703-41ab-9a37-dbffc9209f0d
559109ae-d49f-42ed-aeba-77047411f528,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-11-03,2017-10-13T17:55:00Z,10,55932a3b-1eee-42be-bad7-5ef247d8f6d1,5eda2982-678a-4b7b-b5d2-cd58d8b18075
bf8b697d-6e63-4110-80bb-af53b98363ca,01f8d9e9-1a6e-4c35-8317-fb772063d16f,3e7940db-49a5-492f-a4eb-75acb981dd2b,2017-11-03,2017-10-14T09:19:00Z,3,8e98fb90-47b6-4556-bebc-a453a1074dc8,5eda2982-678a-4b7b-b5d2-cd58d8b18075
66c1373b-664e-45f0-a5f1-0532c557192b,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-11-04,2017-10-16T23:18:00Z,8,e3a96179-bc44-4a3c-8f43-811adbd0d451,5eda2982-678a-4b7b-b5d2-cd58d8b18075
2c923a9b-fdc0-49aa-8f8c-02016f0cf4f0,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-11-05,2017-09-03T21:46:00Z,7,0312d6d4-bffa-4441-99fa-de76f4ab9238,5eda2982-678a-4b7b-b5d2-cd58d8b18075
3c98cb88-e567-4f6f-b8a6-8433e3a105ec,01f8d9e9-1a6e-4c35-8317-fb772063d16f,09e1d05d-f736-4834-9346-c27196a99eae,2017-11-05,2017-10-12T22:53:00Z,1,94154bea-07fb-412e-887d-216078fcccbd,5eda2982-678a-4b7b-b5d2-cd58d8b18075
e5f2e12e-1221-432f-9a67-847cbd71f66b,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-11-06,2017-10-27T10:16:00Z,9,f74051e3-521c-4fb2-bdc0-907bf9f22694,5eda2982-678a-4b7b-b5d2-cd58d8b18075
0e35edd6-aca3-4a47-8024-08d661e0f48a,01f8d9e9-1a6e-4c35-8317-fb772063d16f,6f8d0431-6ec5-4280-9019-c6024b168b23,2017-11-09,2017-10-28T20:18:00Z,1,718e9c59-42cf-4201-93f3-9b640e280f0c,ad837d5d-e703-41ab-9a37-dbffc9209f0d
614fe6ac-9e96-43e6-ac91-486404c60768,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-11-09,2017-11-18T16:02:00Z,10,d819d283-a7ad-412e-831c-89445db19d09,ad837d5d-e703-41ab-9a37-dbffc9209f0d
c17e75ad-356c-4ae0-983f-13fa230be90e,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-11-10,2017-09-22T06:32:00Z,9,26eeec7f-b1c5-416c-bca9-e219b7706f3e,ad837d5d-e703-41ab-9a37-dbffc9209f0d
94bc84fd-3bcf-4237-b7d5-ad4965c8221e,01f8d9e9-1a6e-4c35-8317-fb772063d16f,,2017-11-12,2017-09-01T13:36:00Z,0,f9015e92-165e-4526-90f2-b92a689e1f2c,ad837d5d-e703-41ab-9a37-dbffc9209f0d
e310f434-e182-41d7-b2a2-e2c25b828c10,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-11-12,2017-11-29T15:05:00Z,2,dfa1c2a3-5ef2-40c8-bec6-0256ba32e7eb,5eda2982-678a-4b7b-b5d2-cd58d8b18075
443c1782-7ffc-4b10-a7e2-a159968df437,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-11-14,2017-09-15T22:01:00Z,5,96e17ffa-08ac-40d3-bdd9-059204583f33,5eda2982-678a-4b7b-b5d2-cd58d8b18075
b8df59df-a622-454a-8f2b-cf54615b8f8a,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-11-16,2017-11-16T05:08:00Z,1,82dbb0ea-139f-4596-a818-8ba42fc4864b,5eda2982-678a-4b7b-b5d2-cd58d8b18075
f6811b05-cb5e-40bd-94e7-336f85c8b12b,01f8d9e9-1a6e-4c35-8317-fb772063d16f,e3fc3cf3-da18-44b0-a220-77c985202e06,2017-11-16,2017-11-27T22:31:00Z,1,87be742c-529e-41f1-a170-7c8bced81c44,5eda2982-678a-4b7b-b5d2-cd58d8b18075
