id,destinationFreeText,documentNumber,occurredDate,processedDate,reasonFreeText,signature,sourceFreeText,userId,destinationId,originEventId,reasonId,quantity,sourceId,stockCardId
13a717e7-9497-4e87-ac28-05ebad0a1536,,,2017-09-11,2017-10-07 01:44:20,,,,b95aaff5-e14d-4276-a09b-e8d48e689383,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,e3fc3cf3-da18-44b0-a220-77c985202e06,60,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
74f2ad46-a10c-4ed9-a1e4-7c7b4739b381,,,2017-09-12,2017-09-18 02:47:02,,,,9cc317c4-febc-4747-bf23-37737e619c0c,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,b7e99f5b-af04-433d-9c30-d4f90c60c47b,8,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
969ff3a1-95c5-404a-97f3-6c28963e4874,,,2017-09-12,2017-11-10 05:02:47,,,,36ea0cbf-7f16-4a32-8e0a-b53717a9154c,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,c1fc3cf3-da18-44b0-a220-77c985202e06,7,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
04945382-884c-498a-ad06-717ed1edca07,,,2017-09-13,2017-09-02 22:21:35,,,,06ef2943-eee7-4dbd-befa-4426a4aa9f71,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,b5c27da7-bdda-4790-925a-9484c5dfb594,3,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
eab8e93f-ceb1-47f3-8490-5d78fab4e860,,,2017-09-16,2017-10-07 22:30:25,,,,eb7d81af-a65b-48fc-bd65-979bf724204a,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,6f8d0431-6ec5-4280-9019-c6024b168b23,8,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
a14ef068-2a71-4730-bcee-9e08774df7c5,,,2017-09-16,2017-11-29 01:28:32,,,,267256cf-8f5f-4df7-b7c9-8f7b6f1931b3,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,5b09202e-b8a7-4f77-9e0e-8156f8efc613,5,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
9fab3bb0-5478-4678-b8cb-976dffa3e23e,,,2017-09-20,2017-09-17 22:13:04,,,,31a1ba8c-21a3-48a1-a13e-4b94593201f8,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,279d55bd-42e3-438c-a63d-9c021b185dae,40,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
69999c2e-52f9-4809-a88b-32528dbc4cc3,,,2017-09-20,2017-11-06 10:18:15,,,,5cfa03c0-8403-4319-a0a5-08e291ebfdbe,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,09e1d05d-f736-4834-9346-c27196a99eae,3,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
efa0a440-361e-4f26-8377-bbcd68c1348b,,,2017-09-21,2017-09-15 15:41:16,,,,f94ebcac-7d4e-445d-90a2-b1a46a3c1e65,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,5b09202e-b8a7-4f77-9e0e-8156f8efc613,3,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
99d6ea97-e708-4e48-b249-5733096e1506,,,2017-09-21,2017-09-18 19:17:54,,,,a20abe81-bc7b-499e-a5b4-b4f49cedb18f,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,e3fc3cf3-da18-44b0-a220-77c985202e06,99,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
70806059-ae4f-4110-8b3e-dcae6574c381,,,2017-09-21,2017-09-24 12:43:39,,,,a77699dd-12ee-4a7d-be33-c57b83b75448,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,30f6002d-a78d-44db-b2b9-46e76795a188,6,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
e9a4b692-2ce0-448b-b3fc-cc54d3185130,,,2017-09-22,2017-09-11 02:46:00,,,,72d0e59a-809b-4277-b93c-35ef2b570315,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,5b09202e-b8a7-4f77-9e0e-8156f8efc613,2,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
b1198a32-2e4c-4cb7-9a30-9ab7d474ce5c,,,2017-09-22,2017-11-13 01:59:29,,,,5e899faa-5d25-4a5e-8fae-8017aab5611b,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,30f6002d-a78d-44db-b2b9-46e76795a188,4,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
ee38926c-90ee-4b72-be6f-479cc8cbdc27,,,2017-09-23,2017-09-07 15:05:42,,,,efde8c63-076f-4a26-a3db-6ea83ef53f3e,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,09e1d05d-f736-4834-9346-c27196a99eae,5,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
e27db29a-4e87-4441-90a3-728fe18c9035,,,2017-09-23,2017-11-01 05:08:42,,,,2dcb4a40-9015-42b8-b5ce-428848cf30d1,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,09e1d05d-f736-4834-9346-c27196a99eae,1,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
bf9a94d3-8062-46e3-b9ae-c95cfd6563fb,,,2017-09-24,2017-10-25 00:52:24,,,,0603c949-edc0-43ec-bf5d-7ccfb87f27f1,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,5b09202e-b8a7-4f77-9e0e-8156f8efc613,1,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
4090b156-6ce1-49c4-8744-4e85567d4189,,,2017-09-25,2017-09-18 00:06:50,,,,85d82a2d-da3b-4c35-bc3b-c8b4f0b69cc0,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,5b09202e-b8a7-4f77-9e0e-8156f8efc613,2,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
052da6d5-db70-414a-af62-c712586129ba,,,2017-09-25,2017-10-07 19:31:21,,,,76610fdb-a31f-4ab3-b99b-ece8c3f99a0f,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,30f6002d-a78d-44db-b2b9-46e76795a188,6,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
de2f1be2-8304-4fe3-9a39-f7249d754f29,,,2017-09-25,2017-10-10 11:36:54,,,,472c38a1-792d-46e9-beb3-ac4a4650237a,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,e3fc3cf3-da18-44b0-a220-77c985202e06,10,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
5d1c0d2b-7922-4611-9b44-616e943a995b,,,2017-09-26,2017-09-02 02:07:15,,,,c4d5c9bf-9507-46a6-ab0f-895493e364be,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,3e7940db-49a5-492f-a4eb-75acb981dd2b,7,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
1ded8014-c91e-4334-82c7-ce6e50069267,,,2017-09-26,2017-11-05 17:46:53,,,,5f69dd04-ce47-4be4-82fa-01911f14a051,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,5b09202e-b8a7-4f77-9e0e-8156f8efc613,7,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
ac9af81d-435f-4e85-8988-7a66a09ea6ad,,,2017-09-27,2017-09-11 17:44:27,,,,e4ca6266-1192-433d-a8b8-06bed3624988,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,30f6002d-a78d-44db-b2b9-46e76795a188,7,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
51541f5b-b064-419e-803f-590816564a17,,,2017-09-27,2017-11-18 08:19:13,,,,fdc4f402-7406-45ad-8f6a-efb4eb3b2d2b,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,e3fc3cf3-da18-44b0-a220-77c985202e06,10,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
f442f3ab-b969-4897-8ef9-c43c8e72f7a5,,,2017-09-28,2017-11-03 02:30:51,,,,188b0d49-6ff3-4f6d-acb0-6fda784c14ec,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,09e1d05d-f736-4834-9346-c27196a99eae,8,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
c2c56881-1a64-4132-b954-1c0958592d84,,,2017-09-28,2017-11-04 21:52:42,,,,ba1a73b5-db96-4196-976b-87721b74ad31,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,3e7940db-49a5-492f-a4eb-75acb981dd2b,5,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
a7483eba-13dc-4abc-aad1-785b22c8d761,,,2017-09-30,2017-09-10 04:45:53,,,,cb33c769-e6b0-4ee2-b008-5c59a2cc9870,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,09e1d05d-f736-4834-9346-c27196a99eae,6,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
d7d1f356-d6d8-48f0-8485-3991ae989e31,,,2017-09-30,2017-10-20 14:45:32,,,,efff6717-52c8-4701-8f5e-332e0cfe1f7a,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,5b09202e-b8a7-4f77-9e0e-8156f8efc613,7,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
a10a6cd7-b297-4993-8857-548681eae119,,,2017-09-30,2017-11-07 16:45:42,,,,6f84bfa1-a8de-4b21-b574-09f7891240f3,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,3e7940db-49a5-492f-a4eb-75acb981dd2b,4,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
2e3c7eb0-2b71-4979-84d2-71872c05b0c6,,,2017-10-01,2017-09-20 18:38:01,,,,77e17ba4-e180-4689-8a79-ac6bf616efec,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,30f6002d-a78d-44db-b2b9-46e76795a188,8,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
5363cbd5-afdc-4dca-aded-cefb8f443d36,,,2017-10-01,2017-09-21 23:51:46,,,,42e1bbfe-3b03-4e10-b949-5479f0efecab,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,b7e99f5b-af04-433d-9c30-d4f90c60c47b,2,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
9d074df2-92b8-4940-b296-76780487c18f,,,2017-10-04,2017-11-26 22:12:47,,,,c9c5700c-edf2-4576-a377-a89f8cb51f53,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,3e7940db-49a5-492f-a4eb-75acb981dd2b,3,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
2ed7e73e-f8a7-4d56-8089-0f5cab874305,,,2017-10-05,2017-10-28 11:28:22,,,,253adf60-06c6-4f51-a800-08898e087e9b,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,3e7940db-49a5-492f-a4eb-75acb981dd2b,7,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
40968a4d-9975-4184-ab29-8bee1f5f451b,,,2017-10-06,2017-09-09 05:07:09,,,,4eb854f7-d5a7-4e6c-88fd-5dee2a8e7c2e,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,,70,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
21a20c78-c330-4fdf-8cc5-7852372bafe0,,,2017-10-07,2017-11-10 01:34:03,,,,0b8c7f0d-156c-4c01-b1a2-68ef1316ebef,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,5b09202e-b8a7-4f77-9e0e-8156f8efc613,3,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
5bd646c6-4795-4feb-afba-f36be3795e16,,,2017-10-08,2017-10-25 18:45:32,,,,efff6717-52c8-4701-8f5e-332e0cfe1f7a,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,c1fc3cf3-da18-44b0-a220-77c985202e06,3,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
3795772a-1e37-4c3b-93d4-b6e867b5fd03,,,2017-10-09,2017-11-02 06:39:26,,,,3e855118-35d5-448b-97b8-db44cc03d3ed,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,e3fc3cf3-da18-44b0-a220-77c985202e06,90,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
b31ae337-4f5c-478b-9b9a-47b2ee98d829,,,2017-10-10,2017-09-03 20:31:15,,,,c4d5c9bf-9507-46a6-ab0f-895493e364be,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,3e7940db-49a5-492f-a4eb-75acb981dd2b,1,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
a0485660-3485-4da2-99bf-0292cb131e76,,,2017-10-11,2017-11-22 18:29:57,,,,ecd73a1b-d1e9-4147-9159-6ee6498431ce,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,e3fc3cf3-da18-44b0-a220-77c985202e06,70,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
6e515ecc-e65e-47f9-b40e-93f33ad16528,,,2017-10-13,2017-10-28 22:19:09,,,,232eb4f1-6641-405c-b959-202ef9ca2588,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,b7e99f5b-af04-433d-9c30-d4f90c60c47b,5,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
a2ce0def-e2b5-4b91-9f28-18c45bd41652,,,2017-10-14,2017-09-11 12:37:55,,,,b8b7d76c-9a4a-4993-8290-a13b02bf2390,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,09e1d05d-f736-4834-9346-c27196a99eae,2,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
82a23572-4028-4b26-9773-3157370ec895,,,2017-10-14,2017-11-09 15:20:17,,,,99048296-7940-4091-bd04-045fbad46da6,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,c1fc3cf3-da18-44b0-a220-77c985202e06,10,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
6334ebd9-f05d-45ab-af22-fd2c024ab205,,,2017-10-15,2017-09-04 20:05:42,,,,f8fc0d32-5631-48ee-86f9-022fd5bf833c,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,3e7940db-49a5-492f-a4eb-75acb981dd2b,9,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
b6d3b1d5-cf62-49d7-b5c1-eb46338855d6,,,2017-10-16,2017-10-02 19:38:56,,,,58c1dca4-3daf-40aa-b1d4-bd14b2fb96b1,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,6f8d0431-6ec5-4280-9019-c6024b168b23,6,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
8c24f0c6-566a-4837-a90f-a5c95366d9a4,,,2017-10-16,2017-11-26 11:55:34,,,,63ebf408-d33f-43d8-bce6-1a08fe40b6cd,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,09e1d05d-f736-4834-9346-c27196a99eae,3,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
d1090caf-d75c-4924-a021-98ba72d41689,,,2017-10-19,2017-09-17 08:56:27,,,,5a2af232-5673-4a19-8ded-e9c54a61be88,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,6f8d0431-6ec5-4280-9019-c6024b168b23,9,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
aaccdb0a-de80-4f48-baee-17a66076c864,,,2017-10-19,2017-11-13 05:46:43,,,,d3531f9c-5f59-4c85-ac53-82b89bb7de96,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,3e7940db-49a5-492f-a4eb-75acb981dd2b,1,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
24fd23fa-d9f6-4cb3-937d-29da316888e4,,,2017-10-20,2017-10-09 05:23:53,,,,c918eaa9-e795-4796-ad13-576ce763c66a,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,3e7940db-49a5-492f-a4eb-75acb981dd2b,8,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
d6bcd5c0-3bff-4a4f-b5b6-c468a8506667,,,2017-10-21,2017-10-21 10:39:49,,,,674b5966-3cd5-4e9a-a25d-5802339a19ea,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,5b09202e-b8a7-4f77-9e0e-8156f8efc613,4,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
905d4285-6e29-4695-a248-7719a2283bf8,,,2017-10-23,2017-09-09 23:21:10,,,,19b19a80-8783-48da-bae5-b1d2dba7f53c,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,3e7940db-49a5-492f-a4eb-75acb981dd2b,4,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
816db90e-ed7c-4fc7-a054-ce93bb8572fd,,,2017-10-23,2017-10-28 07:16:08,,,,ac203bea-d2cd-4f99-a7aa-61a1cd1ba23e,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,6f8d0431-6ec5-4280-9019-c6024b168b23,7,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
77b780dd-46bd-46d0-b046-3d12cbb24fc0,,,2017-10-24,2017-11-19 11:08:16,,,,cbc49bad-4b1e-45e0-85bc-8478768508cb,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,c1fc3cf3-da18-44b0-a220-77c985202e06,2,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
7a3212ab-a972-4e53-8ccb-8ba69d812fa8,,,2017-10-25,2017-09-11 05:48:02,,,,9853527b-4315-48d2-ab80-df2bdf117e2e,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,b7e99f5b-af04-433d-9c30-d4f90c60c47b,6,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
63b52e8e-2dbd-4c2b-87a3-ebb1b58ee1c6,,,2017-10-25,2017-11-10 04:21:14,,,,5f69dd04-ce47-4be4-82fa-01911f14a051,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,e3fc3cf3-da18-44b0-a220-77c985202e06,55,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
8e84180e-9833-49ba-ac70-83bafed52836,,,2017-10-25,2017-11-16 23:14:15,,,,9b470b37-9de2-4d42-9b18-3cb6c4c6adc5,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,279d55bd-42e3-438c-a63d-9c021b185dae,60,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
10418346-6237-48e0-8203-d0c21d4d7f14,,,2017-10-26,2017-09-15 16:17:38,,,,300e8b2e-7aef-47a3-a49d-eea3be516e1f,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,b5c27da7-bdda-4790-925a-9484c5dfb594,2,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
fbbe5983-3898-45e5-a959-34a4a9e9adaa,,,2017-10-27,2017-09-28 23:20:36,,,,cd32e75b-dec7-4773-873d-3d621377c864,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,c1fc3cf3-da18-44b0-a220-77c985202e06,6,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
d0359c49-2da9-4080-8dea-5f32b032b028,,,2017-10-27,2017-10-01 11:41:15,,,,bc8ae4c4-6fed-4b99-9855-352d137dc93e,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,30f6002d-a78d-44db-b2b9-46e76795a188,4,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
9cfc893d-301b-4ca9-9ba9-a6ecb8b0dec0,,,2017-10-28,2017-09-01 20:40:07,,,,50f0f4d7-508e-4df9-9a95-83f066df7bbd,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,5b09202e-b8a7-4f77-9e0e-8156f8efc613,8,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
019418d5-a0cc-4e93-a037-3930e0f567c1,,,2017-10-28,2017-11-16 10:11:47,,,,dfc30c1d-2a78-496c-8363-05a75fb82044,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,5b09202e-b8a7-4f77-9e0e-8156f8efc613,3,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
3f18a907-792e-4e3a-a416-7ef531d743a3,,,2017-10-30,2017-09-15 16:25:48,,,,dd16c7f0-4efe-4c30-a0d9-c2b82908d187,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,6f8d0431-6ec5-4280-9019-c6024b168b23,5,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
b84e8ad2-1c34-4c8e-95c9-1da55177c008,,,2017-10-31,2017-09-10 10:12:42,,,,5f69dd04-ce47-4be4-82fa-01911f14a051,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,279d55bd-42e3-438c-a63d-9c021b185dae,50,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
9ea0277b-6917-4faf-ad0c-743481ea0fa0,,,2017-11-01,2017-10-15 13:28:01,,,,73f563ea-9e45-40ef-9530-4396a3fc9345,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,09e1d05d-f736-4834-9346-c27196a99eae,5,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
0dd06386-1215-4418-ab25-26007105d016,,,2017-11-02,2017-10-20 21:13:54,,,,86d1ed40-6ba4-41a9-a6a2-a2d069878cb0,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,c1fc3cf3-da18-44b0-a220-77c985202e06,2,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
632ba5b6-322c-4c90-bb2d-3f2074ea9a0b,,,2017-11-03,2017-09-06 15:36:48,,,,c4d5c9bf-9507-46a6-ab0f-895493e364be,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,09e1d05d-f736-4834-9346-c27196a99eae,4,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
85fe007d-3f4e-4944-89bc-439517e0680b,,,2017-11-03,2017-09-11 00:04:51,,,,43ac7e49-8859-41f7-a1cb-e3ac7b87f9b3,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,6f8d0431-6ec5-4280-9019-c6024b168b23,5,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
3e9af9ef-2486-4bd5-8a76-caed1e057202,,,2017-11-03,2017-10-27 09:09:51,,,,b1ac86d9-092e-4a1a-a4a2-6683486e2e1d,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,3e7940db-49a5-492f-a4eb-75acb981dd2b,4,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
d166d7b9-61ef-4744-a1fe-97d249c116ef,,,2017-11-04,2017-11-27 07:58:20,,,,5e899faa-5d25-4a5e-8fae-8017aab5611b,,ad837d5d-e703-41ab-9a37-dbffc9209f0d,c1fc3cf3-da18-44b0-a220-77c985202e06,2,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
9ad76961-df44-4b10-8eff-7fcedf3e0d6b,,,2017-11-06,2017-09-18 11:08:00,,,,3fc42416-12e5-4bef-9ded-90fe5df1f2f2,,5eda2982-678a-4b7b-b5d2-cd58d8b18075,279d55bd-42e3-438c-a63d-9c021b185dae,20,,01f8d9e9-1a6e-4c35-8317-fb772063d16f
